student_id,year,term,department,program,student_type,gender,race_ethnicity,age,residency_status,first_generation,financial_aid,unmet_financial_need,credits_attempted,credits_completed,completion_rate,attendance_rate,engagement_score,advising_visits,tutoring_visits,online_courses,gpa,risk_level,retention_probability,retained,graduation_probability,graduated
S00819,2023,Spring,Social Work,BSW,Undergraduate,Female,Black,19,In-state,Yes,Yes,7758.0,27,27,100.0,78.1,99.4,4,3,2,3.36,Low,0.788,Yes,0.687,No
S00820,2022,Spring,Social Work,BSW,Undergraduate,Male,Hispanic/Latino,21,International,Yes,Yes,11199.0,30,30,100.0,99.5,83.9,2,1,1,3.33,Low,0.777,Yes,0.728,No
S00821,2022,Spring,Social Work,BSW,Undergraduate,Male,White,20,In-state,Yes,Yes,2818.0,27,24,87.3,85.4,38.7,0,3,0,2.48,High,0.317,No,0.143,Yes
S00822,2022,Spring,Social Work,BSW,Undergraduate,Male,Multiracial,23,In-state,No,Yes,7889.0,27,26,95.0,84.6,69.4,1,1,0,3.36,Low,0.688,Yes,0.567,Yes
S00823,2022,Spring,Nutrition,MS Nutrition,Graduate,Female,Multiracial,22,International,Yes,Yes,12104.0,27,27,100.0,92.4,92.6,5,0,1,3.55,Low,0.838,Yes,0.791,Yes
S00824,2022,Fall,Social Work,BSW,Undergraduate,Male,White,22,In-state,No,Yes,4070.0,30,27,90.8,100.0,74.4,3,2,2,3.73,Low,0.853,Yes,0.786,Yes
S00825,2023,Spring,Public Health,BS Public Health,Undergraduate,Female,Hispanic/Latino,19,In-state,Yes,Yes,2815.0,33,32,97.3,93.1,76.8,4,4,2,2.99,Low,0.784,Yes,0.642,Yes
S00826,2023,Spring,Social Work,MSW,Graduate,Female,White,40,In-state,Yes,Yes,2794.0,24,24,100.0,80.1,85.4,5,3,2,3.87,Low,0.865,Yes,0.767,No
S00827,2026,Spring,Public Health,BS Public Health,Undergraduate,Female,Black,21,In-state,No,Yes,5160.0,32,28,87.7,94.0,81.4,1,0,2,3.6,Low,0.807,Yes,0.726,Yes
S00828,2023,Spring,Public Health,MS Epidemiology,Graduate,Female,Black,33,In-state,Yes,Yes,4094.0,18,15,85.7,96.9,89.7,1,2,2,3.71,Low,0.859,Yes,0.723,Yes
S00829,2026,Spring,Data Science,MS Health Data Science,Graduate,Female,Hispanic/Latino,28,International,No,Yes,6037.0,27,27,100.0,61.3,76.7,3,1,4,3.09,Medium,0.567,No,0.423,No
S00830,2025,Spring,Social Work,MSW,Graduate,Male,Multiracial,28,In-state,No,No,7674.0,30,30,100.0,97.8,83.2,1,1,1,3.55,Low,0.815,Yes,0.747,Yes
S00831,2026,Spring,Nutrition,MS Nutrition,Graduate,Male,White,31,In-state,Yes,Yes,4208.0,27,25,94.4,91.1,50.8,0,2,0,3.01,Low,0.645,Yes,0.426,Yes
S00832,2025,Spring,Social Work,BSW,Undergraduate,Male,Hispanic/Latino,18,In-state,Yes,Yes,2419.0,30,29,96.9,77.5,54.3,1,0,0,3.55,Low,0.683,Yes,0.539,No
S00833,2022,Fall,Data Science,BS Health Data Science,Undergraduate,Male,Asian,23,Out-of-state,No,Yes,9931.0,30,26,87.2,68.8,10.3,1,1,1,2.98,High,0.196,Yes,0.125,No
S00834,2026,Spring,Public Health,MPH,Graduate,Male,White,38,In-state,No,No,13634.0,21,19,89.5,74.3,88.2,3,0,3,2.39,High,0.38,Yes,0.206,Yes
S00835,2022,Spring,Social Work,BSW,Undergraduate,Female,Black,21,In-state,Yes,No,8942.0,31,31,100.0,92.3,100.0,2,0,3,4.0,Low,0.863,Yes,0.853,Yes
S00836,2025,Fall,Public Health,BS Public Health,Undergraduate,Female,Black,21,Out-of-state,No,Yes,9249.0,30,26,85.1,58.4,51.0,4,3,1,2.4,High,0.235,Yes,0.118,No
S00837,2023,Spring,Public Health,BS Public Health,Undergraduate,Male,White,20,Out-of-state,No,Yes,7027.0,30,30,100.0,100.0,96.0,6,0,2,3.4,Low,0.877,Yes,0.827,No
S00838,2024,Fall,Data Science,MS Health Data Science,Graduate,Female,White,30,In-state,No,Yes,2796.0,24,23,95.9,87.1,82.5,3,1,1,3.3,Low,0.808,Yes,0.632,No
S00839,2024,Spring,Nutrition,BS Nutrition,Undergraduate,Female,White,20,International,No,No,4067.0,30,30,100.0,77.3,71.5,3,2,1,4.0,Low,0.8,Yes,0.739,Yes
S00840,2022,Fall,Social Work,BSW,Undergraduate,Female,Multiracial,22,In-state,No,Yes,702.0,33,29,87.7,80.8,58.3,1,3,1,3.06,Low,0.656,Yes,0.444,No
S00841,2023,Spring,Nutrition,BS Nutrition,Undergraduate,Female,White,22,Out-of-state,No,Yes,6853.0,24,24,100.0,88.8,100.0,3,3,1,3.27,Low,0.811,Yes,0.695,Yes
S00842,2024,Fall,Nutrition,BS Nutrition,Undergraduate,Female,Black,18,In-state,Yes,No,13806.0,33,31,93.6,73.7,83.9,2,0,2,2.82,Medium,0.5,No,0.459,Yes
S00843,2023,Fall,Social Work,BSW,Undergraduate,Female,White,22,In-state,No,Yes,960.0,27,24,89.6,78.9,37.3,2,3,1,2.2,High,0.293,No,0.108,No
S00844,2024,Spring,Data Science,BS Health Data Science,Undergraduate,Female,White,23,Out-of-state,Yes,Yes,5536.0,31,30,97.0,82.6,59.8,1,0,3,3.55,Low,0.696,Yes,0.594,Yes
S00845,2025,Fall,Nutrition,BS Nutrition,Undergraduate,Male,White,23,In-state,No,No,5750.0,32,32,100.0,96.9,81.0,5,3,2,4.0,Low,0.886,No,0.867,Yes
S00846,2022,Fall,Data Science,BS Health Data Science,Undergraduate,Female,White,21,In-state,No,No,12230.0,27,26,97.5,92.3,69.8,3,3,1,3.22,Low,0.703,Yes,0.618,No
S00847,2026,Spring,Data Science,MS Health Data Science,Graduate,Female,Black,37,In-state,Yes,Yes,7038.0,27,27,100.0,79.9,78.6,4,4,1,2.84,Medium,0.643,Yes,0.501,No
S00848,2023,Spring,Data Science,BS Health Data Science,Undergraduate,Female,Black,24,In-state,Yes,Yes,2542.0,31,27,88.4,80.2,83.8,2,5,0,1.94,Medium,0.505,Yes,0.264,No
S00849,2022,Fall,Data Science,MS Health Data Science,Graduate,Male,White,22,In-state,Yes,Yes,1603.0,30,28,94.5,86.7,73.6,7,0,2,3.94,Low,0.889,Yes,0.82,Yes
S00850,2022,Spring,Data Science,BS Health Data Science,Undergraduate,Female,White,19,In-state,No,Yes,1148.0,31,28,91.3,75.2,42.1,2,2,1,2.74,Medium,0.476,No,0.296,No
S00851,2022,Fall,Nutrition,BS Nutrition,Undergraduate,Female,Black,26,In-state,Yes,Yes,2442.0,32,28,88.1,76.0,69.7,2,2,1,3.3,Low,0.704,Yes,0.53,No
S00852,2022,Spring,Public Health,MPH,Graduate,Female,White,29,Out-of-state,No,No,12319.0,18,18,100.0,99.0,83.3,0,2,2,3.54,Medium,0.73,Yes,0.677,Yes
S00853,2026,Fall,Social Work,BSW,Undergraduate,Male,Black,27,In-state,Yes,Yes,2526.0,31,28,91.6,91.5,68.3,5,3,1,3.13,Low,0.788,Yes,0.635,No
S00854,2023,Spring,Public Health,BS Public Health,Undergraduate,Male,Hispanic/Latino,23,In-state,No,Yes,3211.0,31,29,94.5,90.0,68.3,1,0,2,2.22,Medium,0.522,Yes,0.323,No
S00855,2022,Fall,Nutrition,BS Nutrition,Undergraduate,Male,Hispanic/Latino,23,In-state,Yes,No,11566.0,27,27,98.2,79.9,62.6,1,2,1,2.96,Medium,0.484,Yes,0.416,No
S00856,2025,Spring,Social Work,BSW,Undergraduate,Female,Asian,22,In-state,No,Yes,4086.0,30,27,90.9,72.9,84.8,2,0,0,2.65,Medium,0.568,Yes,0.39,Yes
S00857,2026,Fall,Data Science,BS Health Data Science,Undergraduate,Female,Asian,23,In-state,No,No,9665.0,30,27,90.0,100.0,69.0,5,2,0,3.43,Low,0.805,Yes,0.743,Yes
S00858,2026,Fall,Social Work,BSW,Undergraduate,Male,Asian,23,Out-of-state,Yes,No,7291.0,24,21,85.7,76.4,73.3,1,3,0,2.42,Medium,0.457,No,0.271,No
S00859,2025,Fall,Social Work,BSW,Undergraduate,Male,Hispanic/Latino,19,In-state,No,Yes,8797.0,24,20,84.1,85.2,55.3,2,1,0,2.6,Low,0.539,No,0.315,No
S00860,2023,Fall,Public Health,BS Public Health,Undergraduate,Male,White,21,Out-of-state,Yes,Yes,9882.0,30,25,83.2,74.6,56.3,0,2,1,2.88,High,0.313,No,0.202,No
S00861,2022,Fall,Public Health,BS Public Health,Undergraduate,Female,Multiracial,24,In-state,No,No,8063.0,32,29,92.0,77.0,70.2,2,0,4,3.28,Low,0.658,Yes,0.538,Yes
S00862,2023,Spring,Nutrition,MS Nutrition,Graduate,Female,Hispanic/Latino,35,In-state,No,No,7310.0,30,30,100.0,93.4,74.5,4,2,2,3.58,Low,0.824,Yes,0.756,Yes
S00863,2023,Fall,Social Work,BSW,Undergraduate,Female,Multiracial,21,In-state,No,Yes,2503.0,31,31,100.0,100.0,77.7,3,4,3,3.34,Low,0.833,Yes,0.737,Yes
S00864,2023,Fall,Public Health,BS Public Health,Undergraduate,Female,White,23,In-state,No,Yes,0.0,24,24,98.7,75.8,95.1,3,2,1,3.16,Low,0.786,No,0.577,Yes
S00865,2025,Fall,Social Work,BSW,Undergraduate,Female,White,22,In-state,No,Yes,6244.0,27,25,93.5,86.8,67.0,0,2,2,3.08,Low,0.648,Yes,0.474,No
S00866,2026,Spring,Social Work,MSW,Graduate,Female,Asian,27,Out-of-state,Yes,Yes,2779.0,30,30,100.0,91.2,85.5,3,1,1,3.74,Low,0.865,Yes,0.789,Yes
S00867,2024,Spring,Social Work,BSW,Undergraduate,Female,White,20,In-state,No,No,2096.0,32,30,94.9,61.9,63.8,4,5,2,2.52,Medium,0.472,Yes,0.285,No
S00868,2023,Spring,Data Science,BS Health Data Science,Undergraduate,Female,White,19,In-state,Yes,No,13610.0,30,28,94.9,82.3,79.9,3,6,0,3.12,Low,0.661,Yes,0.579,Yes
S00869,2025,Fall,Public Health,BS Public Health,Undergraduate,Male,Other/Unknown,21,Out-of-state,Yes,No,13988.0,31,31,100.0,100.0,67.2,3,2,2,3.76,Low,0.782,Yes,0.79,Yes
S00870,2023,Fall,Social Work,BSW,Undergraduate,Female,Asian,21,In-state,Yes,Yes,4610.0,24,24,100.0,73.9,71.5,4,1,1,3.07,Low,0.683,Yes,0.479,No
S00871,2025,Fall,Public Health,BS Public Health,Undergraduate,Female,Asian,18,International,Yes,Yes,5948.0,33,30,89.4,87.6,50.8,1,0,1,3.18,Low,0.635,No,0.497,Yes
S00872,2024,Fall,Public Health,BS Public Health,Undergraduate,Male,Black,19,Out-of-state,Yes,Yes,3043.0,27,27,100.0,77.3,67.1,0,0,0,3.22,Medium,0.591,Yes,0.462,Yes
S00873,2024,Fall,Public Health,BS Public Health,Undergraduate,Male,White,21,In-state,No,Yes,6483.0,32,32,100.0,100.0,90.4,2,1,2,4.0,Low,0.878,Yes,0.863,Yes
S00874,2024,Spring,Nutrition,BS Nutrition,Undergraduate,Male,White,22,In-state,Yes,Yes,6121.0,27,25,93.7,58.8,60.4,2,2,2,2.73,High,0.298,No,0.154,No
S00875,2025,Fall,Nutrition,MS Nutrition,Graduate,Female,Asian,22,In-state,No,No,8110.0,21,21,100.0,90.6,92.9,6,1,0,3.61,Low,0.868,Yes,0.784,Yes
S00876,2022,Fall,Data Science,MS Health Data Science,Graduate,Male,Hispanic/Latino,33,International,No,Yes,10561.0,24,21,85.9,78.6,58.9,1,2,3,2.17,High,0.271,Yes,0.119,No
S00877,2022,Fall,Social Work,BSW,Undergraduate,Female,Multiracial,22,Out-of-state,No,No,12101.0,32,32,100.0,97.0,76.3,3,3,0,4.0,Low,0.827,Yes,0.839,Yes
S00878,2024,Spring,Social Work,MSW,Graduate,Male,White,31,International,No,Yes,11068.0,27,26,95.5,81.7,78.9,1,2,1,3.75,Low,0.744,No,0.677,No
S00879,2024,Fall,Nutrition,BS Nutrition,Undergraduate,Female,White,24,International,No,No,10657.0,27,22,83.2,88.9,32.0,1,0,1,3.4,Medium,0.507,No,0.449,Yes
S00880,2023,Fall,Nutrition,MS Nutrition,Graduate,Female,Multiracial,38,In-state,No,Yes,2480.0,27,22,80.3,71.7,75.2,1,0,3,2.46,Medium,0.513,Yes,0.266,Yes
S00881,2026,Spring,Public Health,MS Epidemiology,Graduate,Nonbinary,White,28,International,Yes,Yes,4409.0,21,21,100.0,90.0,81.0,4,1,0,3.9,Low,0.868,Yes,0.778,Yes
S00882,2026,Fall,Nutrition,BS Nutrition,Undergraduate,Female,Hispanic/Latino,22,In-state,No,Yes,4571.0,24,24,100.0,95.1,53.6,0,2,1,2.43,Medium,0.501,Yes,0.312,Yes
S00883,2022,Spring,Data Science,MS Health Data Science,Graduate,Female,White,26,In-state,Yes,Yes,3257.0,18,18,100.0,95.3,71.3,3,4,2,3.85,Low,0.858,Yes,0.741,Yes
S00884,2022,Spring,Public Health,BS Public Health,Undergraduate,Male,White,22,International,Yes,No,13001.0,27,27,100.0,81.4,91.7,1,2,2,2.9,Medium,0.569,No,0.51,No
S00885,2022,Fall,Public Health,BS Public Health,Undergraduate,Female,Black,22,International,No,Yes,1279.0,33,31,93.5,79.7,65.3,0,1,2,2.8,Medium,0.548,Yes,0.386,No
S00886,2026,Spring,Nutrition,MS Nutrition,Graduate,Female,Asian,23,In-state,No,No,10313.0,24,24,100.0,80.6,66.3,2,3,2,2.94,Low,0.611,Yes,0.431,No
S00887,2025,Fall,Health Administration,BS Health Administration,Undergraduate,Male,White,21,In-state,Yes,Yes,0.0,31,29,92.5,62.9,82.2,2,0,1,3.48,Medium,0.672,Yes,0.546,No
S00888,2026,Fall,Nutrition,BS Nutrition,Undergraduate,Female,White,23,Out-of-state,No,Yes,3480.0,24,22,93.0,64.9,50.1,0,0,2,2.5,High,0.254,Yes,0.102,No
S00889,2023,Spring,Nutrition,BS Nutrition,Undergraduate,Male,Asian,21,In-state,No,No,5435.0,31,31,100.0,99.5,100.0,1,1,0,3.54,Low,0.853,Yes,0.798,Yes
S00890,2023,Fall,Social Work,BSW,Undergraduate,Female,Asian,24,Out-of-state,Yes,Yes,11328.0,31,29,92.3,91.5,84.2,2,5,2,2.43,Medium,0.56,Yes,0.457,Yes
S00891,2026,Fall,Public Health,BS Public Health,Undergraduate,Female,Black,21,Out-of-state,No,No,11077.0,24,24,100.0,88.0,77.2,0,1,2,3.41,Medium,0.634,Yes,0.595,No
S00892,2025,Fall,Data Science,MS Health Data Science,Graduate,Female,Hispanic/Latino,28,Out-of-state,Yes,Yes,6429.0,18,17,91.9,92.8,66.4,0,1,3,4.0,Low,0.803,Yes,0.691,Yes
S00893,2026,Spring,Public Health,BS Public Health,Undergraduate,Female,Asian,23,Out-of-state,No,Yes,9010.0,31,31,100.0,93.0,59.3,3,0,2,3.88,Low,0.783,No,0.761,Yes
S00894,2025,Fall,Data Science,BS Health Data Science,Undergraduate,Female,Black,21,Out-of-state,No,Yes,6740.0,30,25,82.0,84.9,82.9,4,1,2,2.0,Medium,0.534,No,0.321,No
S00895,2025,Fall,Health Administration,BS Health Administration,Undergraduate,Female,White,21,In-state,No,Yes,6072.0,27,26,96.4,69.9,62.5,3,3,2,2.91,Medium,0.516,Yes,0.376,No
S00896,2025,Fall,Data Science,BS Health Data Science,Undergraduate,Female,Other/Unknown,19,Out-of-state,Yes,Yes,10208.0,27,25,93.0,84.6,77.9,3,1,1,3.19,Low,0.704,No,0.584,Yes
S00897,2026,Fall,Health Administration,MHA,Graduate,Female,Hispanic/Latino,34,In-state,No,No,8958.0,27,26,96.3,69.1,57.5,0,6,2,2.7,High,0.292,No,0.16,No
S00898,2026,Fall,Public Health,BS Public Health,Undergraduate,Female,Hispanic/Latino,23,In-state,No,Yes,4493.0,31,24,77.1,74.3,42.6,2,1,2,2.92,Medium,0.467,No,0.311,No
S00899,2026,Fall,Nutrition,BS Nutrition,Undergraduate,Female,White,22,Out-of-state,No,Yes,6834.0,31,28,89.7,75.8,54.8,1,1,1,2.31,Medium,0.379,No,0.23,No
S00900,2025,Fall,Health Administration,BS Health Administration,Undergraduate,Female,White,19,In-state,Yes,No,7031.0,24,23,94.0,87.4,89.4,4,2,0,2.92,Low,0.754,No,0.58,Yes
S00901,2026,Fall,Public Health,MS Epidemiology,Graduate,Female,White,28,International,Yes,Yes,10794.0,18,18,100.0,69.2,91.7,1,3,3,2.85,High,0.424,No,0.243,No
S00902,2024,Fall,Nutrition,MS Nutrition,Graduate,Female,Black,30,In-state,Yes,Yes,4571.0,30,30,100.0,93.3,100.0,1,1,2,3.87,Low,0.876,Yes,0.825,Yes
S00903,2024,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Hispanic/Latino,21,In-state,No,Yes,6908.0,27,27,100.0,80.2,59.0,2,2,1,3.76,Low,0.717,Yes,0.632,Yes
S00904,2025,Spring,Social Work,MSW,Graduate,Male,Black,34,Out-of-state,No,Yes,5374.0,24,24,99.6,83.6,72.4,5,1,2,3.8,Low,0.832,Yes,0.734,No
S00905,2023,Fall,Nutrition,MS Nutrition,Graduate,Female,Multiracial,22,In-state,No,Yes,4972.0,21,20,94.7,55.1,67.8,0,2,2,2.7,High,0.29,No,0.118,Yes
S00906,2024,Fall,Social Work,BSW,Undergraduate,Female,Multiracial,21,In-state,No,No,10282.0,27,26,94.8,81.1,77.3,1,2,2,3.23,Low,0.656,No,0.538,No
S00907,2023,Fall,Social Work,MSW,Graduate,Male,Asian,29,In-state,No,Yes,10060.0,21,21,100.0,74.9,78.3,2,0,2,3.68,Medium,0.676,Yes,0.61,Yes
S00908,2025,Spring,Social Work,MSW,Graduate,Male,Multiracial,24,In-state,Yes,Yes,2862.0,18,18,100.0,83.9,62.8,2,0,1,3.08,Low,0.703,Yes,0.438,No
S00909,2024,Fall,Public Health,BS Public Health,Undergraduate,Female,Black,21,In-state,Yes,Yes,3372.0,30,29,97.7,89.5,60.8,1,1,4,2.66,Low,0.624,Yes,0.403,No
S00910,2022,Spring,Public Health,MS Epidemiology,Graduate,Male,White,23,In-state,No,Yes,4869.0,30,30,99.6,88.1,67.4,3,2,2,3.3,Low,0.761,Yes,0.627,Yes
S00911,2024,Fall,Social Work,BSW,Undergraduate,Male,Asian,18,In-state,Yes,Yes,3179.0,33,27,81.7,60.6,67.4,2,1,2,2.95,Medium,0.497,Yes,0.336,No
S00912,2026,Fall,Nutrition,MS Nutrition,Graduate,Male,White,24,International,No,Yes,8072.0,27,23,84.9,70.6,25.1,0,3,0,2.71,High,0.219,No,0.105,No
S00913,2025,Spring,Social Work,BSW,Undergraduate,Female,Hispanic/Latino,21,In-state,No,No,7445.0,32,30,94.6,93.9,73.9,1,1,0,2.67,Low,0.651,Yes,0.483,Yes
S00914,2024,Spring,Social Work,BSW,Undergraduate,Male,Hispanic/Latino,20,Out-of-state,No,Yes,2449.0,32,32,100.0,85.5,87.8,5,2,2,4.0,Low,0.883,Yes,0.843,No
S00915,2023,Spring,Nutrition,BS Nutrition,Undergraduate,Male,White,25,In-state,No,Yes,8547.0,27,27,98.2,83.7,66.4,2,2,1,2.63,Low,0.576,Yes,0.387,No
S00916,2022,Spring,Public Health,BS Public Health,Undergraduate,Female,Black,21,In-state,Yes,Yes,6387.0,33,33,100.0,94.0,81.2,2,2,1,3.65,Low,0.816,Yes,0.772,Yes
S00917,2022,Spring,Data Science,BS Health Data Science,Undergraduate,Male,White,20,International,Yes,Yes,12121.0,31,28,91.1,72.3,58.3,1,2,1,2.96,Medium,0.422,No,0.362,Yes
S00918,2025,Fall,Public Health,BS Public Health,Undergraduate,Female,Black,20,In-state,No,Yes,5798.0,27,27,98.3,82.5,88.6,1,1,2,3.2,Low,0.73,Yes,0.585,Yes
S00919,2024,Spring,Social Work,MSW,Graduate,Male,Multiracial,31,In-state,No,Yes,543.0,27,27,100.0,76.3,54.8,5,4,0,3.79,Low,0.799,Yes,0.658,No
S00920,2025,Spring,Nutrition,MS Nutrition,Graduate,Male,Black,32,In-state,No,Yes,6853.0,27,27,100.0,86.1,61.3,5,2,3,3.45,Low,0.771,Yes,0.653,Yes
S00921,2023,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Hispanic/Latino,23,In-state,No,Yes,7698.0,30,30,100.0,97.1,100.0,6,3,2,3.58,Low,0.886,Yes,0.85,Yes
S00922,2026,Spring,Public Health,MPH,Graduate,Female,Hispanic/Latino,27,Out-of-state,Yes,Yes,9741.0,24,24,100.0,82.9,80.0,4,1,2,3.84,Low,0.812,Yes,0.745,Yes
S00923,2022,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Multiracial,21,In-state,No,Yes,6231.0,24,21,89.1,65.9,72.9,2,0,0,3.19,Medium,0.554,No,0.41,Yes
S00924,2024,Spring,Social Work,BSW,Undergraduate,Male,White,18,In-state,No,Yes,5342.0,24,24,100.0,82.3,74.0,3,1,0,2.9,Low,0.684,No,0.478,No
S00925,2024,Spring,Public Health,BS Public Health,Undergraduate,Male,White,24,In-state,Yes,Yes,7131.0,31,28,91.1,93.2,70.4,2,0,0,3.32,Low,0.747,No,0.642,Yes
S00926,2025,Spring,Social Work,BSW,Undergraduate,Male,Black,21,In-state,No,Yes,5479.0,24,24,100.0,100.0,61.4,1,2,1,3.17,Low,0.729,Yes,0.572,Yes
S00927,2026,Spring,Nutrition,BS Nutrition,Undergraduate,Nonbinary,Asian,22,In-state,No,No,10177.0,24,21,86.8,92.2,72.4,2,3,1,2.95,Low,0.673,Yes,0.506,No
S00928,2023,Fall,Health Administration,BS Health Administration,Undergraduate,Male,White,24,Out-of-state,No,Yes,2667.0,33,33,100.0,75.2,50.1,5,0,2,4.0,Low,0.779,Yes,0.716,Yes
S00929,2024,Fall,Public Health,BS Public Health,Undergraduate,Male,White,21,In-state,No,No,6352.0,32,23,71.1,79.8,75.8,2,1,1,2.24,High,0.375,Yes,0.178,No
S00930,2026,Fall,Social Work,MSW,Graduate,Female,Black,36,In-state,No,Yes,3886.0,27,27,100.0,95.0,98.0,4,2,1,3.65,Low,0.89,Yes,0.817,Yes
S00931,2022,Fall,Nutrition,BS Nutrition,Undergraduate,Male,Asian,24,Out-of-state,No,Yes,9691.0,24,23,93.8,93.0,59.6,2,0,2,3.32,Low,0.694,Yes,0.576,No
S00932,2026,Fall,Public Health,BS Public Health,Undergraduate,Male,White,26,In-state,Yes,Yes,4191.0,24,21,87.2,80.8,77.3,2,1,1,2.99,Low,0.691,Yes,0.464,No
S00933,2023,Fall,Public Health,BS Public Health,Undergraduate,Male,White,22,In-state,No,Yes,7783.0,30,26,86.3,81.9,47.9,1,2,3,2.71,Low,0.503,No,0.313,No
S00934,2026,Fall,Nutrition,BS Nutrition,Undergraduate,Female,White,18,In-state,Yes,Yes,5656.0,24,20,83.9,84.8,93.9,2,2,1,2.57,Low,0.688,No,0.43,No
S00935,2024,Spring,Health Administration,BS Health Administration,Undergraduate,Female,White,19,Out-of-state,No,No,8896.0,30,27,90.2,81.2,66.3,0,2,3,2.11,Medium,0.375,Yes,0.226,No
S00936,2026,Fall,Social Work,BSW,Undergraduate,Male,White,21,In-state,No,Yes,4532.0,32,32,100.0,77.6,52.7,4,1,0,3.33,Low,0.681,Yes,0.553,Yes
S00937,2022,Spring,Social Work,MSW,Graduate,Female,White,28,Out-of-state,No,No,4186.0,30,30,100.0,83.2,50.2,1,3,2,3.57,Low,0.702,Yes,0.57,Yes
S00938,2023,Spring,Data Science,BS Health Data Science,Undergraduate,Female,White,26,Out-of-state,No,Yes,7954.0,27,24,88.7,70.9,60.5,0,0,2,2.99,Medium,0.448,No,0.329,No
S00939,2024,Fall,Social Work,BSW,Undergraduate,Male,White,19,In-state,No,Yes,1941.0,24,22,92.6,74.9,70.3,1,0,4,3.57,Low,0.724,No,0.541,No
S00940,2023,Spring,Social Work,BSW,Undergraduate,Male,Asian,19,Out-of-state,No,No,8723.0,33,30,90.1,86.4,75.4,4,2,0,3.72,Low,0.795,Yes,0.752,Yes
S00941,2026,Fall,Social Work,BSW,Undergraduate,Nonbinary,White,21,In-state,No,Yes,3380.0,24,23,96.6,58.0,78.6,4,0,4,3.18,Medium,0.595,No,0.427,No
S00942,2026,Fall,Social Work,MSW,Graduate,Female,White,32,In-state,No,No,12725.0,21,19,91.7,74.3,55.4,2,0,2,3.1,Medium,0.48,No,0.368,No
S00943,2026,Fall,Nutrition,MS Nutrition,Graduate,Female,White,31,In-state,No,Yes,1783.0,27,27,100.0,77.5,64.4,2,3,3,3.86,Low,0.785,No,0.657,Yes
S00944,2025,Fall,Public Health,BS Public Health,Undergraduate,Male,Hispanic/Latino,21,In-state,No,Yes,0.0,31,31,100.0,92.9,73.2,2,0,2,4.0,Low,0.863,Yes,0.802,No
S00945,2025,Spring,Nutrition,BS Nutrition,Undergraduate,Female,White,22,In-state,No,No,7803.0,33,33,100.0,83.2,80.0,3,0,2,3.53,Low,0.766,Yes,0.709,No
S00946,2024,Fall,Social Work,MSW,Graduate,Female,White,27,In-state,No,No,8802.0,21,21,100.0,100.0,84.1,5,1,1,3.57,Low,0.862,Yes,0.782,No
S00947,2022,Spring,Social Work,BSW,Undergraduate,Female,Hispanic/Latino,23,In-state,No,No,7341.0,24,23,94.5,89.9,79.9,0,3,3,3.46,Low,0.742,Yes,0.621,Yes
S00948,2026,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Black,24,In-state,Yes,No,7561.0,24,24,100.0,74.1,72.0,5,0,1,3.71,Low,0.761,Yes,0.665,Yes
S00949,2022,Spring,Public Health,BS Public Health,Undergraduate,Female,Black,28,In-state,No,No,2914.0,27,27,99.6,81.3,74.6,2,2,1,3.17,Low,0.72,No,0.54,Yes
S00950,2024,Fall,Data Science,BS Health Data Science,Undergraduate,Male,White,20,In-state,Yes,No,6429.0,33,33,100.0,78.4,75.7,4,1,0,3.4,Low,0.744,Yes,0.657,Yes
S00951,2026,Fall,Health Administration,BS Health Administration,Undergraduate,Male,Black,18,Out-of-state,No,No,4874.0,32,32,100.0,78.2,66.5,2,1,1,2.93,Low,0.63,Yes,0.461,No
S00952,2023,Spring,Social Work,BSW,Undergraduate,Female,Black,18,In-state,Yes,Yes,0.0,30,26,86.4,76.6,64.0,3,0,2,2.97,Low,0.682,Yes,0.437,Yes
S00953,2025,Spring,Data Science,MS Health Data Science,Graduate,Male,White,22,In-state,No,No,8745.0,18,17,96.2,76.0,60.8,1,1,2,3.43,Low,0.639,Yes,0.448,Yes
S00954,2025,Spring,Social Work,BSW,Undergraduate,Nonbinary,White,21,In-state,No,Yes,8409.0,32,30,95.3,79.7,68.1,3,1,1,3.9,Low,0.761,No,0.722,Yes
S00955,2024,Fall,Health Administration,BS Health Administration,Undergraduate,Female,White,21,In-state,Yes,Yes,4644.0,24,24,99.4,91.1,52.7,0,0,0,2.9,Medium,0.55,Yes,0.398,Yes
S00956,2022,Fall,Social Work,BSW,Undergraduate,Female,White,22,In-state,No,Yes,5585.0,31,31,100.0,72.0,86.0,1,3,1,2.89,Medium,0.57,Yes,0.453,Yes
S00957,2024,Spring,Health Administration,BS Health Administration,Undergraduate,Female,Hispanic/Latino,22,In-state,No,No,6212.0,30,27,91.3,96.0,78.7,4,0,1,3.3,Low,0.809,Yes,0.708,Yes
S00958,2024,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Asian,18,In-state,Yes,Yes,5292.0,27,24,90.7,87.9,76.2,3,1,3,2.62,Low,0.678,Yes,0.446,Yes
S00959,2025,Spring,Public Health,BS Public Health,Undergraduate,Female,Asian,23,In-state,Yes,No,5563.0,24,24,100.0,100.0,92.2,2,2,1,3.52,Low,0.849,Yes,0.763,Yes
